ID,Customer Types → Display Name,Industries → Name
11696,Enterprise,General Services
11703,Enterprise,Agriculture
11707,Enterprise,Financial Services
11710,Limited Liability,Leisure & Entertainment
11711,Enterprise,Agriculture
11721,Partnership,Technology
11722,Sole Proprietorship,Fashion & Beauty
11723,Enterprise,Electronics
11725,Enterprise,Fashion & Beauty
11726,Enterprise,Food & Beverage
11728,Sole Proprietorship,Technology
11742,Limited Liability,Haulage
11761,Enterprise,Electronics
11767,Sole Proprietorship,Digital Services
11773,Partnership,Digital Services
11781,Sole Proprietorship,Fashion & Beauty
11795,Enterprise,Food & Beverage
11797,Limited Liability,General Services
11804,Enterprise,Others
11817,Enterprise,Fashion & Beauty
11824,Enterprise,Food & Beverage
11826,Enterprise,Fashion & Beauty
11830,Enterprise,Technology
11833,Enterprise,Food & Beverage
11836,Enterprise,Food & Beverage
11847,Limited Liability,Auto Parts
11850,Enterprise,General Services
11852,Enterprise,Fashion & Beauty
11854,Sole Proprietorship,Schools
11866,Enterprise,Food & Beverage
11889,Enterprise,Fashion & Beauty
11895,Enterprise,Household items
11900,Limited Liability,Technology
11912,Enterprise,Fashion & Beauty
11940,Enterprise,General Services
11943,Limited Liability,Technology
11955,Enterprise,Leisure & Entertainment
11964,Enterprise,Food & Beverage
11969,Enterprise,Food & Beverage
11973,Enterprise,Others
11974,Enterprise,Food & Beverage
11975,Enterprise,Fashion & Beauty
11983,Enterprise,Food & Beverage
11985,Enterprise,Fashion & Beauty
11987,Enterprise,General Services
11988,Enterprise,General Services
11989,Enterprise,Technology
11992,Enterprise,Schools
12003,Enterprise,Food & Beverage
12029,Enterprise,Household items
12030,Enterprise,Fashion & Beauty
12034,Enterprise,Hospitals & Health
12068,Sole Proprietorship,Technology
12070,Limited Liability,Digital Services
12071,Sole Proprietorship,Digital Services
12081,Enterprise,Food & Beverage
12086,Limited Liability,Financial Services
12101,Enterprise,Fashion & Beauty
12103,Enterprise,Fashion & Beauty
12118,Enterprise,Leisure & Entertainment
12123,Enterprise,Fashion & Beauty
12128,Enterprise,Others
12132,Enterprise,Digital Services
12135,Sole Proprietorship,Digital Services
12138,Enterprise,Electronics
12139,Enterprise,Logistics
12140,Enterprise,Others
12149,Enterprise,Food & Beverage
12150,Enterprise,Auto Parts
12157,Enterprise,Fashion & Beauty
12160,Enterprise,Others
12166,Sole Proprietorship,Others
12180,Sole Proprietorship,Haulage
12183,Sole Proprietorship,Technology
12229,Enterprise,Furniture
12232,Enterprise,Schools
12243,Enterprise,Fashion & Beauty
12246,Limited Liability,Technology
12256,Sole Proprietorship,E-Commerce
12258,Enterprise,Technology
12263,Enterprise,Fashion & Beauty
12266,Sole Proprietorship,Agriculture
12268,Sole Proprietorship,Agriculture
12269,Enterprise,Others
12271,Enterprise,Financial Services
12273,Enterprise,Others
12275,Enterprise,Fashion & Beauty
12276,Enterprise,Technology
12277,Enterprise,Fashion & Beauty
12279,Limited Liability,Agriculture
12285,Enterprise,Fashion & Beauty
12286,Sole Proprietorship,Others
12291,Enterprise,Electronics
12296,Enterprise,Fashion & Beauty
12313,Enterprise,Logistics
12366,Sole Proprietorship,Fashion & Beauty
12370,Partnership,General Services
12385,Sole Proprietorship,General Services
12397,Enterprise,Financial Services
12405,Enterprise,Haulage
12406,Enterprise,Food & Beverage
12408,Enterprise,Digital Services
12409,Sole Proprietorship,Restaurant and Food
12411,Enterprise,E-Commerce
12413,Enterprise,Digital Services
12417,Enterprise,Fashion & Beauty
12426,Enterprise,Fashion & Beauty
12427,Enterprise,Furniture
12429,Limited Liability,Financial Services
12431,Enterprise,Technology
12433,Enterprise,Fashion & Beauty
12435,Sole Proprietorship,Others
12439,Enterprise,Furniture
12440,Enterprise,Technology
12441,Enterprise,Press & Media
12443,Enterprise,Others
12451,Sole Proprietorship,Technology
12454,Enterprise,Fashion & Beauty
12455,Enterprise,Fashion & Beauty
12458,Limited Liability,Logistics
12462,Enterprise,Technology
12464,Enterprise,Fashion & Beauty
12466,Sole Proprietorship,Others
12468,Limited Liability,Logistics
12473,Enterprise,Technology
12476,Enterprise,Schools
12482,Enterprise,Construction
12487,Enterprise,Fashion & Beauty
12488,Enterprise,General Services
12489,Enterprise,Technology
12491,Enterprise,Digital Services
12506,Enterprise,Others
12511,Sole Proprietorship,Digital Services
12516,Enterprise,Food & Beverage
12519,Enterprise,Construction
12521,Enterprise,Auto Parts
12522,Enterprise,Fashion & Beauty
12523,Partnership,Agriculture
12526,Enterprise,Fashion & Beauty
12538,Enterprise,Technology
12549,Sole Proprietorship,Agriculture
12588,Sole Proprietorship,General Services
12590,Sole Proprietorship,Others
12624,Sole Proprietorship,Technology
12654,Enterprise,Food & Beverage
12662,Enterprise,Others
12671,Enterprise,Fashion & Beauty
12673,Enterprise,Digital Services
12676,Sole Proprietorship,Digital Services
12677,Enterprise,Digital Services
12678,Enterprise,Financial Services
12680,Enterprise,Auto Parts
12686,Enterprise,Auto Parts
12693,Enterprise,Financial Services
12695,Partnership,Financial Services
12696,Enterprise,Technology
12702,Sole Proprietorship,Restaurant and Food
12705,Enterprise,Digital Services
12708,Enterprise,Financial Services
12711,Sole Proprietorship,Others
12718,Enterprise,Others
12721,Sole Proprietorship,General Services
12725,Enterprise,Electronics
12729,Enterprise,Others
12731,Enterprise,Electronics
12751,Sole Proprietorship,E-Commerce
12752,Sole Proprietorship,Schools
12758,Limited Liability,Fashion & Beauty
12760,Limited Liability,E-Commerce
12763,Sole Proprietorship,Food & Beverage
12766,Enterprise,General Services
12795,Enterprise,Financial Services
12828,Enterprise,Agriculture
12871,Enterprise,Others
12875,Enterprise,Electronics
12876,Enterprise,Leisure & Entertainment
12884,Sole Proprietorship,General Services
12890,Limited Liability,Logistics
12894,Sole Proprietorship,Digital Services
12907,Limited Liability,Schools
12913,Partnership,Hospitals & Health
12914,Enterprise,Fashion & Beauty
12915,Enterprise,Construction
12929,Enterprise,Fashion & Beauty
12941,Enterprise,Leisure & Entertainment
12951,Enterprise,Construction
12957,Sole Proprietorship,Technology
12958,Enterprise,Financial Services
12960,Enterprise,General Services
12961,Enterprise,Food & Beverage
12967,Enterprise,Furniture
12976,Limited Liability,Construction
12982,Sole Proprietorship,Financial Services
13033,Sole Proprietorship,Digital Services
13047,Limited Liability,Press & Media
13056,Enterprise,Others
13073,Enterprise,Others
13080,Sole Proprietorship,Press & Media
13083,Limited Liability,General Services
13090,Enterprise,Fashion & Beauty
13096,Enterprise,Electronics
13097,Sole Proprietorship,Others
13105,Enterprise,Auto Parts
13106,Enterprise,Fashion & Beauty
13110,Enterprise,Food & Beverage
13118,Enterprise,Fashion & Beauty
13128,Enterprise,General Services
13130,Enterprise,Food & Beverage
13133,Enterprise,General Services
13136,Enterprise,Technology
13138,Enterprise,Others
13139,Enterprise,Fashion & Beauty
13140,Sole Proprietorship,Technology
13152,Enterprise,Fashion & Beauty
13153,Limited Liability,Technology
13156,Limited Liability,Construction
13167,Enterprise,Electronics
13224,Sole Proprietorship,General Services
13240,Sole Proprietorship,Press & Media
13252,Sole Proprietorship,General Services
13260,Enterprise,Travel & Hospitality
13281,Sole Proprietorship,Electronics
13286,Sole Proprietorship,Fashion & Beauty
13288,Enterprise,Financial Services
13308,Limited Liability,Construction
13314,Enterprise,General Services
13317,Enterprise,Fashion & Beauty
13328,Enterprise,Others
13331,Enterprise,Logistics
13332,Enterprise,Household items
13334,Sole Proprietorship,General Services
13335,Enterprise,Others
13342,Sole Proprietorship,Technology
13349,Limited Liability,Construction
13371,Sole Proprietorship,Schools
13391,Partnership,Others
13393,Sole Proprietorship,Digital Services
13410,Sole Proprietorship,Others
13417,Enterprise,Household items
13424,Limited Liability,Digital Services
13431,Sole Proprietorship,General Services
13435,Sole Proprietorship,General Services
13436,Enterprise,Financial Services
13444,Enterprise,Fashion & Beauty
13466,Sole Proprietorship,Auto Parts
13468,Sole Proprietorship,General Services
13476,Enterprise,Electronics
13483,Sole Proprietorship,Digital Services
13493,Enterprise,Construction
13513,Sole Proprietorship,Restaurant and Food
13527,Sole Proprietorship,General Services
13532,Sole Proprietorship,Schools
13544,Enterprise,Electronics
13547,Enterprise,Others
13556,Sole Proprietorship,Financial Services
13557,Enterprise,Others
13562,Enterprise,Household items
13564,Limited Liability,Technology
13567,Sole Proprietorship,Digital Services
13572,Enterprise,Religious Organizations
13582,Limited Liability,Leisure & Entertainment
13584,Enterprise,Logistics
13593,Enterprise,Fashion & Beauty
13594,Sole Proprietorship,Digital Services
13606,Enterprise,General Services
13615,Enterprise,Technology
13626,Enterprise,Agriculture
13716,Sole Proprietorship,Fashion & Beauty
13732,Enterprise,Others
13751,Sole Proprietorship,Leisure & Entertainment
13760,Sole Proprietorship,Digital Services
13765,Sole Proprietorship,Others
13774,Enterprise,Fashion & Beauty
13776,Enterprise,General Services
13794,Enterprise,Auto Parts
13799,Enterprise,Food & Beverage
13800,Sole Proprietorship,Travel & Hospitality
13801,Limited Liability,Technology
13814,Limited Liability,Technology
13816,Sole Proprietorship,Fashion & Beauty
13823,Sole Proprietorship,Technology
13828,Sole Proprietorship,E-Commerce
13833,Sole Proprietorship,General Services
13834,Enterprise,Fashion & Beauty
13841,Enterprise,Financial Services
13844,Enterprise,Fashion & Beauty
13847,Limited Liability,Technology
13850,Sole Proprietorship,Fashion & Beauty
13855,Enterprise,Schools
13856,Enterprise,Digital Services
13859,Enterprise,Logistics
13860,Enterprise,Technology
13861,Enterprise,Others
13863,Sole Proprietorship,Technology
13870,Enterprise,Travel & Hospitality
13879,Enterprise,Fashion & Beauty
13880,Enterprise,Digital Services
13885,Enterprise,Financial Services
13887,Enterprise,Fashion & Beauty
13892,Enterprise,Fashion & Beauty
13893,Enterprise,Financial Services
13895,Enterprise,Technology
13900,Limited Liability,Financial Services
13904,Enterprise,Technology
13907,Partnership,Logistics
13912,Enterprise,Restaurant and Food
13921,Enterprise,Fashion & Beauty
13930,Enterprise,Fashion & Beauty
13942,Sole Proprietorship,Travel & Hospitality
13961,Sole Proprietorship,Food & Beverage
13970,Sole Proprietorship,Agriculture
13977,Sole Proprietorship,General Services
14010,Sole Proprietorship,General Services
14019,Enterprise,Auto Parts
14025,Enterprise,Food & Beverage
14038,Enterprise,Digital Services
14044,Enterprise,Technology
14053,Enterprise,Technology
14058,Enterprise,Technology
14066,Enterprise,Technology
14070,Limited Liability,Digital Services
14074,Sole Proprietorship,General Services
14076,Enterprise,Fashion & Beauty
14083,Limited Liability,Technology
14085,Enterprise,Fashion & Beauty
14100,Enterprise,Fashion & Beauty
14117,Enterprise,Financial Services
14120,Enterprise,Fashion & Beauty
14125,Enterprise,Fashion & Beauty
14126,Enterprise,Fashion & Beauty
14132,Enterprise,Fashion & Beauty
14134,Enterprise,Fashion & Beauty
14137,Sole Proprietorship,Hospitals & Health
14138,Enterprise,Auto Parts
14146,Enterprise,Fashion & Beauty
14158,Enterprise,Electronics
14171,Enterprise,Food & Beverage
14173,Enterprise,Household items
14177,Sole Proprietorship,Agriculture
14179,Sole Proprietorship,Food & Beverage
14183,Enterprise,Technology
14189,Enterprise,Fashion & Beauty
14190,Enterprise,Electronics
14191,Enterprise,Hospitals & Health
14194,Sole Proprietorship,Fashion & Beauty
14198,Enterprise,Financial Services
14203,Enterprise,Technology
14206,Partnership,Agriculture
14212,Limited Liability,Digital Services
14213,Enterprise,Fashion & Beauty
14215,Enterprise,Technology
14219,Enterprise,Fashion & Beauty
14220,Enterprise,Digital Services
14221,Sole Proprietorship,Agriculture
14222,Enterprise,Technology
14224,Enterprise,Others
14227,Limited Liability,Utilities
14231,Sole Proprietorship,E-Commerce
14232,Sole Proprietorship,Agriculture
14237,Limited Liability,Schools
14249,Enterprise,Fashion & Beauty
14254,Enterprise,Fashion & Beauty
14258,Enterprise,Food & Beverage
14264,Sole Proprietorship,Utilities
14265,Enterprise,Logistics
14267,Enterprise,General Services
14268,Enterprise,Fashion & Beauty
14273,Limited Liability,Technology
14274,Enterprise,Restaurant and Food
14276,Sole Proprietorship,Agriculture
14279,Enterprise,Travel & Hospitality
14281,Limited Liability,Others
14294,Enterprise,Auto Parts
14302,Enterprise,General Services
14304,Enterprise,Fashion & Beauty
14305,Enterprise,Auto Parts
14310,Enterprise,Schools
14311,Enterprise,Food & Beverage
14315,Limited Liability,Digital Services
14318,Enterprise,Technology
14323,Enterprise,Auto Parts
14326,Enterprise,Digital Services
14330,Enterprise,Others
14331,Limited Liability,Technology
14333,Enterprise,Fashion & Beauty
14338,Enterprise,Others
14339,Sole Proprietorship,Technology
14341,Enterprise,NGOs
14350,Enterprise,Others
14352,Enterprise,Fashion & Beauty
14372,Enterprise,Fashion & Beauty
14379,Sole Proprietorship,Others
14383,Enterprise,Fashion & Beauty
14386,Enterprise,Fashion & Beauty
14387,Enterprise,Fashion & Beauty
14388,Enterprise,General Services
14389,Enterprise,Financial Services
14390,Enterprise,General Services
14394,Enterprise,Financial Services
14395,Enterprise,Construction
14396,Enterprise,Logistics
14398,Sole Proprietorship,Digital Services
14406,Limited Liability,Financial Services
14407,Sole Proprietorship,Technology
14412,Enterprise,Fashion & Beauty
14416,Enterprise,General Services
14417,Enterprise,Food & Beverage
14421,Sole Proprietorship,Agriculture
14424,Sole Proprietorship,Technology
14477,Limited Liability,E-Commerce
14488,Sole Proprietorship,E-Commerce
14511,Enterprise,Technology
14536,Enterprise,Auto Parts
14537,Sole Proprietorship,Hospitals & Health
14550,Enterprise,Others
14592,Sole Proprietorship,Agriculture
14597,Sole Proprietorship,Agriculture
14604,Enterprise,General Services
14606,Sole Proprietorship,Technology
14617,Sole Proprietorship,Schools
14625,Sole Proprietorship,General Services
14626,Sole Proprietorship,Digital Services
14627,Limited Liability,Agriculture
14631,Enterprise,General Services
14635,Enterprise,Technology
14639,Enterprise,Others
14644,Partnership,General Services
14654,Enterprise,Fashion & Beauty
14655,Enterprise,Food & Beverage
14665,Limited Liability,Digital Services
14678,Sole Proprietorship,E-Commerce
14683,Sole Proprietorship,Press & Media
14694,Sole Proprietorship,General Services
14721,Sole Proprietorship,Others
14737,Sole Proprietorship,Restaurant and Food
14747,Sole Proprietorship,General Services
14766,Enterprise,Furniture
14782,Enterprise,Fashion & Beauty
14790,Enterprise,Financial Services
14824,Enterprise,Digital Services
14831,Enterprise,Fashion & Beauty
14882,Enterprise,Auto Parts
14905,Enterprise,Construction
14917,Limited Liability,General Services
14918,Sole Proprietorship,Fashion & Beauty
14921,Sole Proprietorship,Schools
14936,Enterprise,Digital Services
14937,Sole Proprietorship,Agriculture
14939,Sole Proprietorship,Others
14974,Limited Liability,Technology
14978,Limited Liability,Restaurant and Food
15036,Sole Proprietorship,Technology
15049,Sole Proprietorship,Press & Media
15056,Sole Proprietorship,General Services
15058,Sole Proprietorship,Technology
15060,Partnership,Digital Services
15073,Enterprise,Others
15084,Enterprise,General Services
15086,Enterprise,Digital Services
15092,Sole Proprietorship,Fashion & Beauty
15095,Enterprise,Fashion & Beauty
15098,Enterprise,Technology
15106,Enterprise,Others
15107,Enterprise,Electronics
15114,Enterprise,Others
15116,Enterprise,Food & Beverage
15120,Enterprise,General Services
15122,Enterprise,Fashion & Beauty
15128,Limited Liability,Digital Services
15131,Enterprise,Fashion & Beauty
15142,Sole Proprietorship,Food & Beverage
15156,Enterprise,Construction
15170,Sole Proprietorship,Agriculture
15171,Enterprise,General Services
15193,Sole Proprietorship,General Services
15225,Sole Proprietorship,Agriculture
15228,Enterprise,Agriculture
15280,Sole Proprietorship,General Services
15284,Sole Proprietorship,Agriculture
15291,Enterprise,Fashion & Beauty
15295,Enterprise,General Services
15309,Enterprise,Restaurant and Food
15310,Enterprise,Technology
15322,Sole Proprietorship,Construction
15324,Enterprise,Fashion & Beauty
15325,Limited Liability,Auto Parts
15333,Sole Proprietorship,Digital Services
15334,Sole Proprietorship,Technology
15357,Enterprise,Fashion & Beauty
15361,Enterprise,General Services
15366,Enterprise,Fashion & Beauty
15370,Enterprise,Digital Services
15371,Enterprise,Technology
15374,Enterprise,Hospitals & Health
15375,Enterprise,General Services
15380,Enterprise,Financial Services
15383,Enterprise,Others
15387,Enterprise,Agriculture
15390,Enterprise,Financial Services
15392,Sole Proprietorship,General Services
15398,Enterprise,General Services
15403,Enterprise,Technology
15421,Limited Liability,Financial Services
15424,Enterprise,Technology
15430,Enterprise,Food & Beverage
15437,Sole Proprietorship,Agriculture
15438,Sole Proprietorship,Press & Media
15442,Enterprise,Technology
15445,Sole Proprietorship,General Services
15448,Sole Proprietorship,Fashion & Beauty
15453,Sole Proprietorship,Agriculture
15505,Partnership,Agriculture
15507,Limited Liability,Agriculture
15520,Sole Proprietorship,Fashion & Beauty
15525,Enterprise,Others
15526,Enterprise,Others
15535,Enterprise,Technology
15543,Enterprise,Others
15545,Sole Proprietorship,Agriculture
15548,Enterprise,Food & Beverage
15551,Enterprise,Fashion & Beauty
15552,Enterprise,General Services
15557,Enterprise,General Services
15562,Sole Proprietorship,General Services
15572,Enterprise,Digital Services
15575,Enterprise,Food & Beverage
15579,Enterprise,Digital Services
15585,Sole Proprietorship,Travel & Hospitality
15587,Enterprise,Agriculture
15595,Sole Proprietorship,Others
15599,Enterprise,Fashion & Beauty
15621,Limited Liability,Financial Services
15626,Sole Proprietorship,Digital Services
15628,Enterprise,Food & Beverage
15631,Enterprise,Digital Services
15637,Limited Liability,Utilities
15657,Sole Proprietorship,Agriculture
15658,Enterprise,Fashion & Beauty
15660,Enterprise,Auto Parts
15686,Enterprise,Technology
15691,Enterprise,Others
15709,Sole Proprietorship,Food & Beverage
15720,Enterprise,Others
15722,Enterprise,Food & Beverage
15733,Sole Proprietorship,General Services
15750,Sole Proprietorship,Digital Services
15800,Enterprise,Fashion & Beauty
15815,Sole Proprietorship,Digital Services
15819,Enterprise,Financial Services
15822,Enterprise,Financial Services
15843,Limited Liability,Digital Services
15853,Enterprise,Others
15857,Enterprise,Electronics
15862,Limited Liability,Technology
15872,Sole Proprietorship,Agriculture
15889,Enterprise,Others
15917,Limited Liability,Digital Services
15924,Sole Proprietorship,Electronics
15935,Enterprise,Logistics
15939,Enterprise,Fashion & Beauty
15942,Enterprise,Others
15949,Partnership,General Services
15951,Enterprise,Fashion & Beauty
15962,Enterprise,Digital Services
15968,Sole Proprietorship,Leisure & Entertainment
15969,Enterprise,Technology
15973,Enterprise,General Services
15974,Enterprise,Fashion & Beauty
15975,Limited Liability,Agriculture
15977,Sole Proprietorship,Technology
15985,Sole Proprietorship,Construction
15988,Sole Proprietorship,Schools
15991,Enterprise,Auto Parts
15992,Enterprise,Logistics
15997,Sole Proprietorship,Agriculture
16013,Sole Proprietorship,Agriculture
16043,Sole Proprietorship,Digital Services
16065,Sole Proprietorship,Others
16079,Enterprise,Others
16080,Enterprise,Food & Beverage
16101,Sole Proprietorship,Food & Beverage
16127,Sole Proprietorship,General Services
16150,Enterprise,Leisure & Entertainment
16166,Partnership,Electronics
16173,Enterprise,Others
16180,Enterprise,Logistics
16187,Sole Proprietorship,Agriculture
16194,Partnership,Food & Beverage
16197,Enterprise,Others
16198,Limited Liability,Logistics
16199,Limited Liability,Technology
16200,Enterprise,Fashion & Beauty
16202,Enterprise,Food & Beverage
16207,Enterprise,Electronics
16211,Sole Proprietorship,General Services
16220,Sole Proprietorship,Food & Beverage
16231,Limited Liability,Technology
16260,Enterprise,Electronics
16267,Enterprise,Food & Beverage
16278,Limited Liability,Others
16284,Sole Proprietorship,Others
16288,Sole Proprietorship,Press & Media
16314,Limited Liability,General Services
16319,Enterprise,Digital Services
16333,Enterprise,Fashion & Beauty
16342,Enterprise,Fashion & Beauty
16346,Enterprise,Digital Services
16350,Sole Proprietorship,Agriculture
16363,Enterprise,Fashion & Beauty
16367,Sole Proprietorship,Digital Services
16368,Enterprise,Digital Services
16370,Enterprise,Fashion & Beauty
16373,Sole Proprietorship,Schools
16374,Sole Proprietorship,Others
16378,Enterprise,Leisure & Entertainment
16380,Enterprise,Food & Beverage
16382,Enterprise,Others
16385,Enterprise,Fashion & Beauty
16387,Sole Proprietorship,E-Commerce
16407,Sole Proprietorship,Digital Services
16424,Sole Proprietorship,Digital Services
16438,Enterprise,Fashion & Beauty
16461,Enterprise,Construction
16462,Limited Liability,General Services
16472,Sole Proprietorship,Technology
16479,Enterprise,Schools
16490,Enterprise,General Services
16491,Sole Proprietorship,Travel & Hospitality
16496,Sole Proprietorship,General Services
16497,Enterprise,Logistics
16500,Limited Liability,Technology
16512,Sole Proprietorship,Digital Services
16525,Sole Proprietorship,Construction
16526,Sole Proprietorship,Others
16532,Sole Proprietorship,Construction
16545,Enterprise,E-Commerce
16562,Sole Proprietorship,Construction
16566,Sole Proprietorship,General Services
16569,Limited Liability,Electronics
16572,Enterprise,Fashion & Beauty
16588,Enterprise,Fashion & Beauty
16594,Enterprise,Technology
16612,Sole Proprietorship,Agriculture
16620,Sole Proprietorship,Others
16626,Sole Proprietorship,E-Commerce
16628,Sole Proprietorship,Fashion & Beauty
16652,Enterprise,Agriculture
16668,Sole Proprietorship,Travel & Hospitality
16674,Sole Proprietorship,Hospitals & Health
16681,Enterprise,Others
16692,Enterprise,Food & Beverage
16693,Sole Proprietorship,Household items
16701,Sole Proprietorship,Agriculture
16709,Sole Proprietorship,Digital Services
16719,Sole Proprietorship,Leisure & Entertainment
16726,Sole Proprietorship,General Services
16727,Sole Proprietorship,General Services
16775,Enterprise,Food & Beverage
16820,Enterprise,Fashion & Beauty
16871,Enterprise,Financial Services
16872,Enterprise,Food & Beverage
16875,Sole Proprietorship,Fashion & Beauty
16877,Sole Proprietorship,Digital Services
16897,Sole Proprietorship,Travel & Hospitality
16922,Sole Proprietorship,Electronics
16941,Enterprise,Fashion & Beauty
16949,Limited Liability,Fashion & Beauty
16967,Limited Liability,General Services
16979,Sole Proprietorship,E-Commerce
16982,Sole Proprietorship,Fashion & Beauty
17009,Limited Liability,General Services
17019,Sole Proprietorship,Others
17026,Limited Liability,General Services
17042,Sole Proprietorship,General Services
17146,Sole Proprietorship,Haulage
17148,Sole Proprietorship,Agriculture
17151,Sole Proprietorship,Furniture
17159,Limited Liability,Electronics
17164,Sole Proprietorship,E-Commerce
17165,Partnership,General Services
17177,Sole Proprietorship,E-Commerce
17179,Enterprise,E-Commerce
17202,Limited Liability,General Services
17203,Sole Proprietorship,Construction
17208,Enterprise,Hospitals & Health
17217,Sole Proprietorship,Food & Beverage
17221,Limited Liability,Others
17250,Partnership,Digital Services
17254,Partnership,E-Commerce
17271,Sole Proprietorship,Food & Beverage
17275,Enterprise,Fashion & Beauty
17280,Limited Liability,Schools
17285,Enterprise,Agriculture
17293,Enterprise,Agriculture
17297,Enterprise,Others
17300,Enterprise,Construction
17304,Sole Proprietorship,Agriculture
17318,Sole Proprietorship,Electronics
17319,Sole Proprietorship,General Services
17322,Sole Proprietorship,Logistics
17341,Sole Proprietorship,Agriculture
17356,Limited Liability,Digital Services
17379,Enterprise,General Services
17380,Enterprise,Fashion & Beauty
17382,Enterprise,General Services
17384,Enterprise,Fashion & Beauty
17386,Enterprise,General Services
17387,Sole Proprietorship,Electronics
17389,Enterprise,General Services
17390,Enterprise,Household items
17396,Enterprise,Food & Beverage
17402,Enterprise,Fashion & Beauty
17403,Sole Proprietorship,Technology
17406,Sole Proprietorship,Agriculture
17414,Enterprise,Fashion & Beauty
17422,Sole Proprietorship,Fashion & Beauty
17434,Enterprise,Logistics
17436,Enterprise,Others
17444,Enterprise,Fashion & Beauty
17448,Enterprise,Financial Services
17453,Enterprise,Others
17455,Enterprise,Auto Parts
17476,Sole Proprietorship,Hospitals & Health
17497,Sole Proprietorship,Food & Beverage
17499,Limited Liability,General Services
17509,Sole Proprietorship,Restaurant and Food
17516,Sole Proprietorship,Agriculture
17534,Limited Liability,Technology
17554,Sole Proprietorship,Agriculture
17579,Limited Liability,Hospitals & Health
17583,Enterprise,General Services
17585,Sole Proprietorship,Agriculture
17599,Sole Proprietorship,Others
17612,NGO,NGOs
17615,Enterprise,Fashion & Beauty
17629,Sole Proprietorship,Fashion & Beauty
17637,Sole Proprietorship,E-Commerce
17646,Enterprise,Fashion & Beauty
17671,Sole Proprietorship,Hospitals & Health
17673,Partnership,Technology
17700,Sole Proprietorship,Auto Parts
17708,Sole Proprietorship,Food & Beverage
17718,Enterprise,General Services
17722,Enterprise,General Services
17723,Sole Proprietorship,Agriculture
17728,Enterprise,General Services
17731,Enterprise,General Services
17738,Sole Proprietorship,General Services
17740,Enterprise,General Services
17744,Sole Proprietorship,Schools
17754,Enterprise,Fashion & Beauty
17761,Sole Proprietorship,Digital Services
17766,Sole Proprietorship,Digital Services
17770,Sole Proprietorship,Press & Media
17776,Enterprise,Construction
17796,Enterprise,Electronics
17818,Sole Proprietorship,Fashion & Beauty
17828,Enterprise,Fashion & Beauty
17830,Enterprise,Fashion & Beauty
17839,Enterprise,Fashion & Beauty
17863,Enterprise,Technology
17869,Limited Liability,General Services
17870,Enterprise,General Services
17872,Sole Proprietorship,E-Commerce
17876,Limited Liability,Financial Services
17896,Enterprise,Financial Services
17897,Limited Liability,Agriculture
17900,Sole Proprietorship,Digital Services
17907,Sole Proprietorship,Agriculture
17908,Enterprise,Financial Services
17936,Sole Proprietorship,Press & Media
17947,Sole Proprietorship,Technology
17970,Enterprise,General Services
17973,Enterprise,Food & Beverage
17991,Limited Liability,Technology
17992,Enterprise,Food & Beverage
18015,Enterprise,Digital Services
18028,Enterprise,Logistics
18041,Sole Proprietorship,Others
18044,Limited Liability,E-Commerce
18080,Sole Proprietorship,Fashion & Beauty
18100,Limited Liability,Agriculture
18108,Enterprise,Digital Services
18118,Enterprise,General Services
18139,Limited Liability,Agriculture
18153,Sole Proprietorship,General Services
18158,Sole Proprietorship,Food & Beverage
18173,Sole Proprietorship,Agriculture
18181,Enterprise,Food & Beverage
18195,Enterprise,General Services
18205,Enterprise,Technology
18213,Enterprise,Digital Services
18219,Enterprise,Technology
18223,Sole Proprietorship,E-Commerce
18227,Sole Proprietorship,Digital Services
18236,Sole Proprietorship,General Services
18238,Enterprise,Financial Services
18242,Enterprise,E-Commerce
18243,Enterprise,Technology
18244,Enterprise,Digital Services
18245,Enterprise,General Services
18253,Enterprise,General Services
18254,Enterprise,Fashion & Beauty
18261,Limited Liability,Food & Beverage
18266,Enterprise,Fashion & Beauty
18270,Enterprise,Financial Services
18271,Enterprise,Hospitals & Health
18274,Sole Proprietorship,Digital Services
18276,Enterprise,Fashion & Beauty
18323,Sole Proprietorship,General Services
18345,Enterprise,Agriculture
18354,Enterprise,Fashion & Beauty
18361,Sole Proprietorship,Digital Services
18376,Sole Proprietorship,Digital Services
18379,Sole Proprietorship,General Services
18388,Sole Proprietorship,Household items
18401,Enterprise,General Services
18403,Enterprise,Fashion & Beauty
18404,Enterprise,General Services
18410,Sole Proprietorship,Press & Media
18422,Sole Proprietorship,Others
18429,Enterprise,Digital Services
18446,Enterprise,Fashion & Beauty
18461,Enterprise,Fashion & Beauty
18477,Limited Liability,Digital Services
18488,Enterprise,Others
18504,Enterprise,Utilities
18524,Sole Proprietorship,Digital Services
18541,Enterprise,Fashion & Beauty
18590,Limited Liability,Food & Beverage
18615,Enterprise,Technology
18619,Enterprise,Fashion & Beauty
18623,Enterprise,Hospitals & Health
18704,Limited Liability,Agriculture
18732,Enterprise,Digital Services
18765,Sole Proprietorship,Auto Parts
18766,Enterprise,Food & Beverage
18774,Enterprise,Food & Beverage
18789,Enterprise,Leisure & Entertainment
18806,Limited Liability,Digital Services
18807,Enterprise,Fashion & Beauty
18812,Enterprise,Fashion & Beauty
18817,Enterprise,Food & Beverage
18823,Enterprise,Schools
18826,Enterprise,Fashion & Beauty
18830,Enterprise,Fashion & Beauty
18836,Enterprise,Press & Media
18859,Enterprise,Food & Beverage
18870,Sole Proprietorship,Others
