id,registration_type,industry,is_high_value,avg_ledger_bal,cred_count_ratio,deb_count_ratio,avg_cred_amnt,avg_deb_amnt,avg_cred_ratio,avg_deb_ratio,coeff_var,churn
9195,Sole Proprietorship,Agriculture,0,33333.333333333336,0.005780346820809248,0.011560693641618497,50000.0,20537.5,289.01734104046244,118.71387283236994,0.8660254037844386,0
9454,Limited Liability,Others,1,473138.46153846156,0.024291497975708502,0.02834008097165992,243333.33333333334,207478.57142857142,985.1551956815115,839.9942163100058,0.9649197718478117,0
9521,Enterprise,Electronics,1,771165.6774193548,0.05054151624548736,0.061371841155234655,674071.4285714285,555094.1764705882,2433.470861268695,2003.9500955616902,4.791918806458877,1
9528,Enterprise,Financial Services,1,2438357.3068181816,0.17266187050359713,0.14388489208633093,869695.3333333334,1042497.75,3128.400479616307,3749.99190647482,2.011126451666104,1
9542,Limited Liability,Others,1,20794522.607594937,0.024291497975708502,0.29554655870445345,32216666.666666668,2428742.97260274,130431.84885290149,9832.96750041595,0.8605080921643325,0
9545,Enterprise,General Services,1,1533476.8333333333,0.0035460992907801418,0.01773049645390071,4500000.0,898752.6,15957.446808510638,3187.0659574468086,1.331758195878278,1
9578,Enterprise,Technology,1,266487.5,0.007380073800738007,0.014760147601476014,500000.0,225368.75,1845.018450184502,831.619003690037,1.0954734489819689,0
9739,Sole Proprietorship,Digital Services,0,0.0,0.0038461538461538464,0.0,150000.0,0.0,576.9230769230769,0.0,0.0,1
9776,Limited Liability,Digital Services,1,12783333.333333334,0.01079136690647482,0.01079136690647482,10166666.666666666,1234229.3333333333,36570.743405275774,4439.673860911271,0.9940880195958225,0
9791,Limited Liability,Technology,1,12189102.0,0.01818181818181818,0.18181818181818182,25000000.0,2428912.6,454545.45454545453,44162.04727272727,1.0340576854680248,0
9808,Sole Proprietorship,Agriculture,0,0.0,0.00392156862745098,0.0,2600.0,0.0,10.196078431372548,0.0,0.0,1
9862,Sole Proprietorship,General Services,0,0.0,0.003676470588235294,0.0,100000.0,0.0,367.6470588235294,0.0,0.0,1
9863,Sole Proprietorship,Utilities,1,6520066.2,0.06666666666666667,0.13703703703703704,3030666.6666666665,1386192.0810810812,11224.691358024691,5134.044744744745,0.5087116932662951,0
9887,Limited Liability,Others,0,13333.333333333334,0.0036231884057971015,0.007246376811594203,20000.0,5537.5,72.46376811594203,20.06340579710145,0.8660254037844386,1
10026,Limited Liability,Others,1,574252698.6789906,1.021505376344086,5.086021505376344,56994927.028070174,11256111.356589148,204282.89257372823,40344.48514906505,0.6172046781436066,0
10033,Sole Proprietorship,Technology,1,2254563.5789473685,0.09420289855072464,0.11231884057971014,464085.3846153846,388722.32258064515,1681.46878483835,1408.4142122487144,1.0368241044434032,0
10034,Limited Liability,Agriculture,1,457417.85714285716,0.007326007326007326,0.018315018315018316,1100000.0,439695.0,4029.3040293040294,1610.6043956043957,2.631434543502095,0
10071,Limited Liability,E-Commerce,1,678270.6666666666,0.06896551724137931,0.13793103448275862,757500.0,376344.0,26120.689655172413,12977.379310344828,1.4634007318676172,0
10074,Sole Proprietorship,General Services,1,4116457.012987013,0.12274368231046931,0.1552346570397112,1755588.2352941176,1318243.1395348837,6337.8636653217245,4759.000503736042,1.1087489763302392,0
10223,Sole Proprietorship,Fashion & Beauty,1,5483618.7,0.043478260869565216,0.028985507246376812,975000.0,1451317.25,3532.608695652174,5258.395833333333,0.9364680383816714,0
10226,Enterprise,Construction,0,113278.125,0.021660649819494584,0.036101083032490974,124333.33333333333,72835.0,448.8567990373044,262.942238267148,1.1977135636938037,0
10298,Sole Proprietorship,Others,1,1379462.4,0.0037174721189591076,0.01486988847583643,3000000.0,675915.75,11152.416356877324,2512.6979553903348,1.6011768061017355,1
10374,Sole Proprietorship,Others,1,600000.0,0.0037735849056603774,0.0037735849056603774,1200000.0,1200000.0,4528.301886792453,4528.301886792453,1.414213562373095,1
10381,Sole Proprietorship,Agriculture,0,86375.0,0.010362694300518135,0.025906735751295335,125000.0,46470.0,647.6683937823834,240.77720207253887,0.5166054311460188,0
10445,Enterprise,Fashion & Beauty,1,2389533.5963302753,0.09057971014492754,0.30434782608695654,1053707.52,313535.6904761905,3817.7808695652175,1135.998878536922,1.0124547329741995,0
10597,Limited Liability,Fashion & Beauty,0,0.0,0.007194244604316547,0.0,12000.0,0.0,86.33093525179856,0.0,0.0,0
10620,Sole Proprietorship,Hospitals & Health,1,492926.92307692306,0.007874015748031496,0.04330708661417323,650000.0,111371.36363636363,2559.0551181102364,438.4699355762348,1.0226540328026776,1
10651,Sole Proprietorship,Digital Services,1,118558668.75337186,0.2753623188405797,1.605072463768116,85551772.67105263,13998738.792325057,309970.19083714724,50720.06808813426,1.1691487097853335,0
10691,Limited Liability,Fashion & Beauty,1,697916.875,0.007751937984496124,0.023255813953488372,700000.0,150760.5,2713.1782945736436,584.3430232558139,0.5039674891266455,1
10713,Sole Proprietorship,Fashion & Beauty,0,0.0,0.0036363636363636364,0.0,20000.0,0.0,72.72727272727273,0.0,0.0,1
10746,Limited Liability,Financial Services,1,2899745.696969697,0.049773755656108594,0.09954751131221719,3700000.0,1839346.6363636365,16742.0814479638,8322.835458658989,1.749050353328753,0
10759,Enterprise,Financial Services,1,3190879.0011806376,3.58364312267658,2.7137546468401488,472402.0684647303,618459.8178082192,1756.1415184562463,2299.1071293985847,1.3131665983021439,0
10766,Sole Proprietorship,Logistics,1,391700842.6954262,3.2618181818181817,88.40727272727273,206945353.53623188,7635167.517234287,752528.5583135705,27764.24551721559,0.756293600310231,0
10792,Sole Proprietorship,Fashion & Beauty,1,12618526.39076923,0.7019230769230769,0.8605769230769231,2804946.7602739725,2219735.4748603352,13485.320962855638,10671.805167597766,0.8564262532679544,0
11089,Limited Liability,Technology,1,84218347.248,0.13108614232209737,0.33707865168539325,60788918.942857146,23639418.111111112,227673.8537185661,88537.14648356222,1.1599941325554002,0
11132,Enterprise,Digital Services,1,184520.3448275862,0.022388059701492536,0.08582089552238806,341666.6666666667,84361.08695652174,1274.8756218905473,314.78017521090203,1.3444522418362326,0
11152,Enterprise,Food & Beverage,0,0.0,0.003816793893129771,0.0,100000.0,0.0,381.6793893129771,0.0,0.0,1
11198,Enterprise,Fashion & Beauty,1,53629.166666666664,0.009174311926605505,0.01834862385321101,152500.0,75318.75,699.5412844036697,345.4988532110092,-3.1234425442301608,1
11206,Limited Liability,General Services,1,201483662.41538462,0.11678832116788321,0.35766423357664234,205713125.0,67155378.85714285,1501555.6569343065,490185.24713242956,2.5472758523367616,0
11208,Enterprise,Leisure & Entertainment,1,100981.25,0.003703703703703704,0.011111111111111112,200000.0,65380.0,740.7407407407408,242.14814814814815,0.682374231950124,1
11230,Limited Liability,Technology,1,650000.0,0.013333333333333334,0.013333333333333334,1300000.0,1200000.0,17333.333333333332,16000.0,1.414213562373095,0
11231,Partnership,Fashion & Beauty,1,8401093.736842105,0.033210332103321034,0.17712177121771217,7086644.444444444,1326268.3333333333,26149.979499794998,4893.979089790898,0.6165239081204097,0
11267,Limited Liability,Digital Services,1,13794775.833333334,0.02127659574468085,0.10638297872340426,21125000.0,4225175.1,224734.04255319148,44948.67127659574,1.6722790293156358,0
11280,Limited Liability,Agriculture,0,0.0,0.004219409282700422,0.0,5000.0,0.0,21.09704641350211,0.0,0.0,1
11284,Enterprise,Fashion & Beauty,1,246000.0,0.007380073800738007,0.01107011070110701,410000.0,272025.0,1512.9151291512915,1003.7822878228782,1.3693063937629153,1
11290,Enterprise,Logistics,1,136666.66666666666,0.0037313432835820895,0.007462686567164179,205000.0,100537.5,764.9253731343283,375.1399253731343,0.8660254037844386,1
11303,Enterprise,Food & Beverage,0,100000.0,0.011278195488721804,0.0,83333.33333333333,0.0,313.2832080200501,0.0,1.0,1
11306,Sole Proprietorship,Press & Media,1,14480750.607843136,0.028688524590163935,0.18032786885245902,9842857.142857144,1565829.7045454546,40339.57845433256,6417.334854694486,0.9027258611200496,0
11324,Enterprise,Fashion & Beauty,1,1734758.7,0.02,0.06,1702000.0,566888.9333333333,6808.0,2267.5557333333336,1.4988591167896645,1
11326,Enterprise,Others,1,147160.0,0.023346303501945526,0.03501945525291829,200000.0,133178.33333333334,778.2101167315175,518.2036316472114,2.022425582553171,1
11335,Enterprise,Digital Services,1,135333.33333333334,0.0037735849056603774,0.007547169811320755,203000.0,100537.5,766.0377358490566,379.3867924528302,0.8660254037844386,1
11356,Limited Liability,Utilities,1,12105395.731481481,0.04918032786885246,0.39344262295081966,19070833.333333332,2383842.875,78159.15300546448,9769.847848360656,1.4919129842253562,0
11381,Limited Liability,Others,1,30415481.820678513,1.2658227848101267,9.181434599156118,10548830.526666667,1420924.1259191176,44509.83344585092,5995.460446916108,0.9463386518457387,0
11410,Sole Proprietorship,E-Commerce,1,533673.9166666666,0.03208556149732621,0.03208556149732621,341666.6666666667,330743.8333333333,1827.0944741532978,1768.6836007130123,0.9655940899852636,0
11416,Enterprise,Others,1,227650.0,0.0037735849056603774,0.022641509433962263,500000.0,82204.16666666667,1886.7924528301887,310.2044025157233,0.9980756434805144,0
11424,Limited Liability,Others,1,18033535.682779457,0.36162361623616235,0.8597785977859779,7666203.806122449,3169714.6266094423,28288.57493034114,11696.3639358282,2.07683208171779,0
11428,Enterprise,Financial Services,0,51962.5,0.008130081300813009,0.016260162601626018,150000.0,74043.75,609.7560975609756,300.9908536585366,-3.1234425442301608,1
11437,Sole Proprietorship,Others,0,0.0,0.029411764705882353,0.0,20000.0,0.0,588.2352941176471,0.0,0.0,0
11446,Enterprise,Financial Services,1,628172.2222222222,0.018518518518518517,0.014814814814814815,316000.0,388440.75,1170.3703703703704,1438.6694444444445,1.3799713900171162,1
11448,Enterprise,Schools,0,73151.66666666667,0.011450381679389313,0.022900763358778626,84000.0,40369.166666666664,320.6106870229008,154.08078880407123,0.9797521980919808,0
11463,Enterprise,Agriculture,1,336666.6666666667,0.0037313432835820895,0.007462686567164179,505000.0,251344.0,1884.3283582089553,937.8507462686567,0.8660254037844386,1
11486,Limited Liability,General Services,1,834351.6666666666,0.014814814814814815,0.02962962962962963,869750.0,434912.0,3221.296296296296,1610.7851851851851,1.2273101093760435,1
11493,Enterprise,Fashion & Beauty,1,101892.5,0.018691588785046728,0.028037383177570093,200000.0,130195.83333333333,934.5794392523364,608.3917445482866,1.6109183632983783,0
11494,Enterprise,Digital Services,1,283462.4,0.007462686567164179,0.011194029850746268,302500.0,201026.0,1128.7313432835822,750.0970149253732,2.078265673661582,1
11498,Limited Liability,Agriculture,1,733333.3333333334,0.007462686567164179,0.0037313432835820895,600000.0,1200000.0,2238.805970149254,4477.611940298508,0.8766955237266322,1
11499,Limited Liability,Leisure & Entertainment,1,23853184.73267327,0.21641791044776118,0.16044776119402984,9212413.793103449,12351744.558139535,34374.67833247556,46088.599097535574,0.982822695598784,0
11506,Limited Liability,Others,1,650000.0,0.014084507042253521,0.014084507042253521,1300000.0,1200000.0,18309.859154929578,16901.408450704224,1.414213562373095,0
11631,Limited Liability,Technology,0,0.0,0.0038314176245210726,0.0,10000.0,0.0,38.31417624521073,0.0,0.0,1
11667,Enterprise,Agriculture,1,2881037.972972973,0.044534412955465584,0.10526315789473684,3322272.727272727,1406049.576923077,13450.496871549502,5692.508408595453,1.3795970306906167,1
11676,Enterprise,Digital Services,1,1168975.4545454546,0.01509433962264151,0.026415094339622643,1602500.0,916082.8571428572,6047.169811320755,3456.9164420485176,2.4949616206445184,0
11679,Enterprise,Fashion & Beauty,1,66666.66666666667,0.003745318352059925,0.00749063670411985,200000.0,100065.0,749.0636704119851,374.7752808988764,0.0,1
11696,Enterprise,General Services,1,166783.33333333334,0.0038314176245210726,0.019157088122605363,300000.0,59456.0,1149.4252873563219,227.8007662835249,1.4887992769186411,1
11707,Enterprise,Financial Services,1,92552.08333333333,0.0149812734082397,0.0299625468164794,172800.0,86351.875,647.1910112359551,323.41526217228466,5.978410280579254,1
11710,Limited Liability,Leisure & Entertainment,1,48875536.47619048,0.056179775280898875,0.1797752808988764,54200000.0,16928208.625,608988.7640449438,190204.59129213484,2.364935787698308,0
11711,Enterprise,Agriculture,1,1317114.6470588236,0.020161290322580645,0.11693548387096774,1700000.0,292885.0344827586,6854.8387096774195,1180.9880422691879,1.091656686255114,0
11721,Partnership,Technology,1,685714.2857142857,0.011235955056179775,0.0149812734082397,1200000.0,899922.0,4494.38202247191,3370.494382022472,2.6304073535241876,1
11742,Limited Liability,Haulage,1,58560534.019354835,0.08582089552238806,0.4925373134328358,33899565.217391305,5906513.946969697,126490.91499026606,22039.231145409318,1.471333510489313,0
11795,Enterprise,Food & Beverage,1,176471.875,0.011320754716981131,0.018867924528301886,366666.6666666667,219295.0,1383.6477987421385,827.5283018867924,-3.57342809524438,1
11797,Limited Liability,General Services,1,3800000.0,0.0037735849056603774,0.0037735849056603774,7600000.0,1200000.0,28679.245283018867,4528.301886792453,1.414213562373095,1
11833,Enterprise,Food & Beverage,0,0.0,0.0044444444444444444,0.0,50000.0,0.0,222.22222222222223,0.0,0.0,1
11900,Limited Liability,Technology,1,600000.0,0.0055248618784530384,0.0055248618784530384,1200000.0,1200000.0,6629.834254143647,6629.834254143647,1.414213562373095,0
11955,Enterprise,Leisure & Entertainment,1,155835.52631578947,0.014925373134328358,0.055970149253731345,177500.0,47181.333333333336,662.3134328358209,176.04975124378112,1.2212584425970177,1
11989,Enterprise,Technology,1,13043670.47826087,0.10606060606060606,0.678030303030303,4903571.428571428,760999.8826815642,18574.134199134198,2882.575313187743,0.846938773397027,0
12071,Sole Proprietorship,Digital Services,1,206299611.98416886,0.5314009661835749,1.2995169082125604,13401292.181818182,5080123.397769516,64740.54194115064,24541.658926422784,0.5676917507045123,0
12086,Limited Liability,Financial Services,1,1233674.7428571428,0.10077519379844961,0.17054263565891473,1750000.0,1007693.2727272727,13565.891472868218,7811.575757575757,1.9657187449233744,0
12138,Enterprise,Electronics,1,3022891.3076923075,0.08461538461538462,0.16538461538461538,1098093.7727272727,561886.8604651163,4223.437587412587,2161.1033094812165,1.1125571881586096,0
12139,Enterprise,Logistics,1,71578767.85714285,0.011363636363636364,0.015151515151515152,83455833.33333333,62582593.75,316120.5808080808,237055.2793560606,0.6031526170538438,1
12183,Sole Proprietorship,Technology,1,7545422.181818182,0.007662835249042145,0.034482758620689655,5250000.0,416862.6666666667,20114.94252873563,1597.17496807152,0.5107404975366228,0
12246,Limited Liability,Technology,1,100660402.77777778,0.0076045627376425855,0.060836501901140684,109986100.0,13215140.625,418198.09885931556,50247.682984790874,0.8730646254563007,0
12256,Sole Proprietorship,E-Commerce,1,0.0,0.004807692307692308,0.0,1200000.0,0.0,5769.2307692307695,0.0,0.0,1
12271,Enterprise,Financial Services,0,219522.22222222222,0.015209125475285171,0.019011406844106463,140000.0,110530.0,532.319391634981,420.26615969581746,1.2666531001167947,0
12276,Enterprise,Technology,1,1845226.9263157896,0.39846743295019155,0.32950191570881227,464230.76923076925,561390.6511627907,1778.6619510757444,2150.922035106478,1.1875326417174676,0
12279,Limited Liability,Agriculture,1,1129804.105263158,0.019083969465648856,0.05343511450381679,2160000.0,769373.2857142857,8244.274809160306,2936.539258451472,1.9753205925147617,0
12366,Sole Proprietorship,Fashion & Beauty,0,0.0,0.012345679012345678,0.0,10000.0,0.0,123.45679012345678,0.0,0.0,0
12370,Partnership,General Services,0,3333.3333333333335,0.007633587786259542,0.003816793893129771,10000.0,10000.0,38.16793893129771,38.16793893129771,0.0,1
12405,Enterprise,Haulage,1,360831.1111111111,0.01818181818181818,0.06363636363636363,575000.0,164297.35714285713,2613.6363636363635,746.8061688311687,1.438236769462552,1
12413,Enterprise,Digital Services,1,83450.0,0.003937007874015748,0.01968503937007874,200000.0,39443.0,787.4015748031496,155.28740157480314,1.326866187470135,1
12429,Limited Liability,Financial Services,1,63868077.574074075,0.028925619834710745,0.19421487603305784,41731428.571428575,4902208.85106383,172443.919716647,20257.061368032355,0.8627290101707153,0
12431,Enterprise,Technology,1,72677.5,0.01639344262295082,0.02459016393442623,175000.0,115195.83333333333,717.2131147540983,472.1140710382513,-5.729851444691912,1
12458,Limited Liability,Logistics,1,126248261.37037037,0.25757575757575757,0.7651515151515151,3043692.279411765,913183.8861386139,11529.13742201426,3459.029871737174,0.2455608716918609,0
12462,Enterprise,Technology,1,299923.8125,0.02631578947368421,0.043859649122807015,285000.0,170643.8,1250.0,748.4377192982456,1.781066210480399,0
12466,Sole Proprietorship,Others,1,11211770.2248062,0.18702290076335878,0.3053435114503817,2366038.285714286,1038049.5375,9030.680479825518,3962.021135496183,0.541064447049253,0
12468,Limited Liability,Logistics,1,13410709.124203822,0.325,0.9833333333333333,21246037.756410256,7010638.826271187,88525.15731837606,29210.995109463278,2.0481550699788684,0
12491,Enterprise,Digital Services,1,4772396.4959349595,0.11695906432748537,0.6023391812865497,4302573.0,835293.6893203884,25161.245614035088,4884.758417078295,3.159481010093261,0
12511,Sole Proprietorship,Digital Services,1,1039870.1470588235,0.07734806629834254,0.2983425414364641,803840.2142857143,208329.24074074073,4441.1061562746645,1150.9902803355842,1.2163867683751577,0
12523,Partnership,Agriculture,1,600000.0,0.005154639175257732,0.005154639175257732,1200000.0,1200000.0,6185.567010309278,6185.567010309278,1.414213562373095,1
12549,Sole Proprietorship,Agriculture,1,3790048871.2605143,6.409090909090909,53.84469696969697,877634808.4450355,104164392.92521983,3324374.274413013,394562.0944137115,0.7852463009754042,0
12696,Enterprise,Technology,1,0.0,0.0038910505836575876,0.0,200000.0,0.0,778.2101167315175,0.0,0.0,1
12705,Enterprise,Digital Services,0,124782.91666666667,0.05405405405405406,0.03861003861003861,51450.0,72027.0,198.64864864864865,278.0965250965251,1.2835134672027422,1
12708,Enterprise,Financial Services,1,274731.25,0.0038910505836575876,0.011673151750972763,500000.0,133778.33333333334,1945.5252918287938,520.538261997406,0.6667011532327023,1
12725,Enterprise,Electronics,1,0.0,0.004016064257028112,0.0,500000.0,0.0,2008.0321285140562,0.0,0.0,1
12751,Sole Proprietorship,E-Commerce,1,1573551.5737704919,0.09606986899563319,0.1703056768558952,763636.3636363636,430062.0,3334.65660976578,1878.0,1.0755500203247126,0
12758,Limited Liability,Fashion & Beauty,1,74946448.23076923,0.6504424778761062,1.0176991150442478,4724348.210884354,2805159.4260869566,20904.195623382097,12412.209849942286,0.5370325157952459,0
12760,Limited Liability,E-Commerce,0,0.0,0.004219409282700422,0.0,1970.0,0.0,8.31223628691983,0.0,0.0,1
12795,Enterprise,Financial Services,0,30000.0,0.06666666666666667,0.1,50000.0,33025.0,1666.6666666666667,1100.8333333333333,1.3693063937629153,0
12828,Enterprise,Agriculture,1,101981.25,0.003968253968253968,0.011904761904761904,203000.0,67068.33333333333,805.5555555555555,266.1441798941799,0.7140495442087689,1
12890,Limited Liability,Logistics,1,5210561.7855887525,0.7439024390243902,1.5691056910569106,2238578.9836065574,1060956.1735751296,9099.91456750633,4312.829973882641,1.1103165818794938,0
12907,Limited Liability,Schools,1,4692432.688311689,0.11158798283261803,0.5493562231759657,5821157.769230769,1167634.1484375,24983.50973918785,5011.305358100858,1.0413127133579303,0
12913,Partnership,Hospitals & Health,1,248058.9090909091,0.01968503937007874,0.023622047244094488,1180000.0,365548.0,4645.669291338582,1439.1653543307086,3.639901891411192,0
12960,Enterprise,General Services,0,6885.0,0.0390625,0.0390625,11000.0,9807.5,42.96875,38.310546875,1.7873673427772485,1
13056,Enterprise,Others,1,100562911.76847291,0.0916030534351145,0.683206106870229,87639307.08333333,11750283.312849162,334501.1720737913,44848.40959102734,1.022780701125466,0
13083,Limited Liability,General Services,0,-5450.0,0.011627906976744186,0.015503875968992248,46666.666666666664,34768.75,180.87855297157623,134.7625968992248,-2.8080072332055246,1
13096,Enterprise,Electronics,0,7407.142857142857,0.013157894736842105,0.017543859649122806,66666.66666666667,49768.75,292.39766081871346,218.28399122807016,-2.8080072332055246,1
13224,Sole Proprietorship,General Services,1,16140024.040816326,0.12727272727272726,0.7636363636363637,19952636.95238095,3324674.412698413,120925.07243867243,20149.541895141894,1.618070615645887,0
13349,Limited Liability,Construction,1,650000.0,0.009009009009009009,0.009009009009009009,1300000.0,1200000.0,11711.711711711712,10810.81081081081,1.414213562373095,0
13431,Sole Proprietorship,General Services,1,802658.1884057971,0.060085836909871244,0.23605150214592274,911428.5714285715,231971.8909090909,3911.710606989577,995.5875146312915,1.31306234958292,0
13466,Sole Proprietorship,Auto Parts,1,16543786.942110177,2.2375690607734806,3.679558011049724,5156381.70617284,3135614.8588588587,28488.29671918696,17323.838999220214,2.943253383587992,0
13468,Sole Proprietorship,General Services,0,33364.28571428572,0.008333333333333333,0.020833333333333332,100000.0,36430.0,416.6666666666667,151.79166666666666,4.258188747614959,1
13493,Enterprise,Construction,1,91177.5,0.01694915254237288,0.025423728813559324,212500.0,141045.83333333334,900.4237288135594,597.6518361581922,-3.9744347620302216,1
13532,Sole Proprietorship,Schools,1,341487.5,0.0078125,0.015625,650000.0,312768.75,2539.0625,1221.7529296875,1.578430084423477,1
13547,Enterprise,Others,1,80000.0,0.007874015748031496,0.011811023622047244,200000.0,133420.0,787.4015748031496,525.2755905511812,0.0,1
13567,Sole Proprietorship,Digital Services,1,3743753.2095238096,0.10980392156862745,0.30196078431372547,2600383.9285714286,945357.4935064935,10197.584033613446,3707.284288260759,1.1953637193290165,0
13582,Limited Liability,Leisure & Entertainment,1,750000.0,0.0045045045045045045,0.0045045045045045045,1500000.0,1200000.0,6756.756756756757,5405.405405405405,1.4142135623730951,1
13626,Enterprise,Agriculture,1,0.0,0.004016064257028112,0.0,200000.0,0.0,803.2128514056225,0.0,0.0,1
13751,Sole Proprietorship,Leisure & Entertainment,1,234641.66666666666,0.00847457627118644,0.01694915254237288,700000.0,349018.75,2966.101694915254,1478.8930084745762,2.6550402869294087,1
13765,Sole Proprietorship,Others,0,31129.166666666668,0.0038910505836575876,0.019455252918287938,50000.0,8430.0,194.55252918287937,32.80155642023346,0.7521531219811933,1
13799,Enterprise,Food & Beverage,1,574222.8079096045,0.1991869918699187,0.5203252032520326,484751.79591836734,185047.21875,1970.535755765721,752.2244664634146,2.382285316809728,0
13800,Sole Proprietorship,Travel & Hospitality,1,287610.15789473685,0.02734375,0.046875,378571.4285714286,220770.5,1478.794642857143,862.384765625,4.455483823118171,1
13847,Limited Liability,Technology,1,76401309.72953737,1.1914893617021276,2.3957446808510636,11356014.42857143,5547241.104795737,48323.46565349544,23605.281297003137,1.1480113814629958,0
13860,Enterprise,Technology,1,5252595.3125,0.02553191489361702,0.0425531914893617,4250000.0,2551820.0,18085.106382978724,10858.808510638299,1.825706119268301,1
13870,Enterprise,Travel & Hospitality,1,984214.5319148937,0.05078125,0.1328125,571538.4615384615,190043.82352941178,2232.5721153846152,742.3586856617648,1.4695051166400273,0
13893,Enterprise,Financial Services,1,178346.875,0.01276595744680851,0.02127659574468085,366666.6666666667,218295.0,1560.2836879432625,928.9148936170212,-5.175597937169756,1
13895,Enterprise,Technology,1,638387.2,0.01568627450980392,0.023529411764705882,850000.0,550981.3333333334,3333.3333333333335,2160.711111111111,1.6449001064630002,1
13900,Limited Liability,Financial Services,0,3333.3333333333335,0.0078125,0.00390625,10000.0,10000.0,39.0625,39.0625,0.0,1
13904,Enterprise,Technology,1,1555526.2127659575,0.09387755102040816,0.09795918367346938,1032608.695652174,989606.4166666666,4214.729370008873,4039.209863945578,2.014120637353087,1
13942,Sole Proprietorship,Travel & Hospitality,0,0.0,0.004830917874396135,0.0,50000.0,0.0,241.54589371980677,0.0,0.0,1
14038,Enterprise,Digital Services,1,107231.25,0.00390625,0.01171875,210000.0,67068.33333333333,820.3125,261.9856770833333,0.670339862930337,1
14070,Limited Liability,Digital Services,1,5144555.555555556,0.04838709677419355,0.04838709677419355,4618888.888888889,4613652.777777778,24832.73596176822,24804.584826762246,1.5168147982048366,0
14083,Limited Liability,Technology,1,12597661.38095238,0.0684931506849315,0.2191780821917808,11876666.666666666,3709522.75,54231.35464231354,16938.4600456621,1.1461433308560676,0
14125,Enterprise,Fashion & Beauty,0,0.0,0.003952569169960474,0.0,10000.0,0.0,39.52569169960474,0.0,0.0,1
14126,Enterprise,Fashion & Beauty,1,179283.33333333334,0.016877637130801686,0.03375527426160337,400000.0,197818.75,1687.7637130801688,834.6782700421941,2.99185946410367,1
14177,Sole Proprietorship,Agriculture,1,3489811224.7645297,1.3450980392156864,14.376470588235295,953093949.9154519,89135442.63775232,3737623.333001772,349550.755442166,0.7996985985013246,0
14179,Sole Proprietorship,Food & Beverage,1,2773604290.0204153,2.5764705882352943,20.474509803921567,853898401.7686454,107439692.60946178,3348621.1834064526,421332.1278802423,0.9152731906880082,0
14198,Enterprise,Financial Services,1,167087.5,0.00847457627118644,0.03389830508474576,500000.0,124203.125,2118.64406779661,526.2844279661017,0.925757363265815,0
14212,Limited Liability,Digital Services,1,88537454.7,0.2422907488986784,2.9295154185022025,66467558.654545456,5485516.022556391,292808.62843412097,24165.26882183432,1.2014992182162076,0
14215,Enterprise,Technology,1,103481.25,0.00392156862745098,0.011764705882352941,205000.0,67068.33333333333,803.9215686274509,263.01307189542484,0.682374231950124,1
14219,Enterprise,Fashion & Beauty,1,2982719.3055555555,0.0967741935483871,0.0967741935483871,551111.1111111111,391860.55555555556,2962.962962962963,2106.7771804062127,0.6982435977905069,0
14227,Limited Liability,Utilities,1,433333.3333333333,0.007874015748031496,0.003937007874015748,625000.0,1200000.0,2460.6299212598424,4724.4094488188975,1.6331441342740114,1
14231,Sole Proprietorship,E-Commerce,1,296345.1111111111,0.01968503937007874,0.051181102362204724,414200.0,159152.92307692306,1630.708661417323,626.5863113264687,1.8308777679846178,0
14237,Limited Liability,Schools,1,11354473.823529411,0.00784313725490196,0.058823529411764705,14900000.0,1983512.6,58431.37254901961,7778.480784313726,1.134792410757682,0
14265,Enterprise,Logistics,1,71177.5,0.017467248908296942,0.026200873362445413,175000.0,116029.16666666667,764.1921397379913,506.67758369723435,-3.9744347620302216,1
14267,Enterprise,General Services,0,0.0,0.00398406374501992,0.0,10000.0,0.0,39.8406374501992,0.0,0.0,1
14273,Limited Liability,Technology,1,19484041.824561402,0.033707865168539325,0.28651685393258425,18850625.0,2217674.1764705884,105902.38764044944,12458.843688037014,0.7511299750922507,0
14281,Limited Liability,Others,1,6159243.717948718,0.04743083003952569,0.1067193675889328,7966666.666666667,3447435.888888889,31488.801054018448,13626.228809837507,2.041960172145614,0
14304,Enterprise,Fashion & Beauty,1,66666.66666666667,0.003952569169960474,0.007905138339920948,200000.0,100065.0,790.5138339920949,395.5138339920949,0.0,1
14311,Enterprise,Food & Beverage,1,66666.66666666667,0.003952569169960474,0.007905138339920948,200000.0,100065.0,790.5138339920949,395.5138339920949,0.0,1
14315,Limited Liability,Digital Services,1,650000.0,0.003937007874015748,0.003937007874015748,1300000.0,1200000.0,5118.110236220473,4724.4094488188975,1.414213562373095,1
14318,Enterprise,Technology,0,110991.66666666667,0.016,0.02,150000.0,100235.0,600.0,400.94,1.1858773726829714,0
14331,Limited Liability,Technology,1,142280330.5940919,0.250996015936255,3.3904382470119523,138831001.01587301,10252104.190364277,553111.5578321634,40845.036614997116,0.8299923162477206,0
14390,Enterprise,General Services,1,0.0,0.1111111111111111,0.0,600000.0,0.0,66666.66666666667,0.0,0.0,0
14406,Limited Liability,Financial Services,1,1491446.56,0.037037037037037035,0.09523809523809523,2011428.5714285714,782334.8888888889,10642.479213907785,4139.338036449148,2.4300454842445194,0
14477,Limited Liability,E-Commerce,1,983569.0,0.016597510373443983,0.029045643153526972,1441082.0,815696.5714285715,5979.593360995851,3384.6330764671015,2.102768759025848,0
14625,Sole Proprietorship,General Services,0,0.0,0.00398406374501992,0.0,5000.0,0.0,19.9203187250996,0.0,0.0,1
