id,registration_type,industry,transaction_type,amount,ledger_balance,available_balance,date,difference,churn
7909,Enterprise,NGOs,credit,10.75,0.0,0.0,2022-04-03,273,1
7915,Partnership,Haulage,credit,0.0,0.0,0.0,2022-03-14,6,0
7918,Enterprise,Construction,credit,1000.0,0.0,0.0,2022-04-03,273,1
7939,Limited Liability,Technology,credit,20.0,0.0,0.0,2022-06-24,3,0
7959,Limited Liability,General Services,credit,10150.0,0.0,0.0,2022-07-15,170,0
7960,Enterprise,Financial Services,credit,9.95,0.0,0.0,2022-03-23,1,0
7972,Limited Liability,Technology,credit,26.88,-480.63,-480.63,2022-04-04,205,1
7987,Enterprise,Electronics,credit,10.75,0.0,0.0,2022-04-04,123,0
7990,Enterprise,Hospitals & Health,credit,6.0,-285.03,-285.03,2022-04-21,7,0
8001,Limited Liability,Construction,credit,10.75,0.0,0.0,2022-04-14,245,1
8013,Enterprise,General Services,credit,2000.0,0.0,0.0,2022-03-16,291,1
8025,Limited Liability,Technology,credit,26.88,0.0,0.0,2022-03-31,61,0
8036,Sole Proprietorship,General Services,credit,5.0,0.0,0.0,2022-03-16,184,0
8066,Enterprise,Technology,credit,2000.0,0.0,0.0,2022-03-16,290,1
8087,Enterprise,Food & Beverage,credit,100.0,0.0,0.0,2022-03-15,292,1
8092,Enterprise,General Services,credit,10.75,0.0,0.0,2022-03-16,291,1
8104,Enterprise,Technology,credit,10.75,0.0,0.0,2022-03-31,3,0
8127,Limited Liability,E-Commerce,credit,10.75,0.0,0.0,2022-03-17,10,0
8138,Limited Liability,Others,credit,10.75,-990.75,-990.75,2022-03-17,205,1
8165,Enterprise,Religious Organizations,credit,1000.0,0.0,0.0,2022-05-02,244,1
8171,Enterprise,Food & Beverage,credit,2000.0,0.0,0.0,2022-03-17,286,1
8188,Enterprise,Fashion & Beauty,credit,2000.0,0.0,0.0,2022-03-30,263,1
8193,Enterprise,Financial Services,credit,10.75,0.0,0.0,2022-04-08,265,1
8211,Enterprise,Technology,credit,100.0,0.0,0.0,2022-03-16,290,1
8214,Enterprise,Electronics,credit,4.0,-942.25,-942.25,2022-04-25,205,1
8224,Enterprise,General Services,credit,2000.0,0.0,0.0,2022-04-05,268,1
8233,Enterprise,Auto Parts,credit,10.75,0.0,0.0,2022-03-30,274,1
8266,Partnership,Agriculture,credit,491.25,0.0,0.0,2022-05-10,132,0
8289,Sole Proprietorship,General Services,credit,26.88,-83.97,-83.97,2022-04-21,92,0
8344,Enterprise,Food & Beverage,credit,10.75,0.0,0.0,2022-03-21,267,1
8365,Enterprise,Technology,credit,1.3,0.0,0.0,2022-04-17,245,1
8378,Enterprise,Financial Services,credit,1.0,0.0,0.0,2022-06-30,153,0
8385,Sole Proprietorship,Fashion & Beauty,credit,10.75,0.0,0.0,2022-03-30,263,1
8437,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-03-23,280,1
8442,Enterprise,Technology,credit,4.0,0.0,0.0,2022-04-11,61,0
8462,Enterprise,Technology,credit,3.0,-976.44,-976.44,2022-03-23,10,0
8465,Sole Proprietorship,Technology,credit,12000.0,0.0,0.0,2022-07-29,156,0
8466,Limited Liability,Logistics,credit,10.75,0.0,0.0,2022-08-15,31,0
8474,Limited Liability,Construction,credit,10.75,0.0,-1130.07,2022-04-02,1,0
8487,Sole Proprietorship,E-Commerce,credit,10.75,0.0,0.0,2022-06-22,31,0
8555,Limited Liability,Religious Organizations,credit,6.0,0.0,0.0,2022-04-27,2,0
8562,Limited Liability,Logistics,credit,26.88,0.0,0.0,2022-04-02,18,0
8625,Enterprise,Digital Services,credit,0.65,0.0,0.0,2022-04-01,245,1
8628,Enterprise,Auto Parts,credit,0.65,0.0,0.0,2022-04-03,245,1
8776,Sole Proprietorship,Fashion & Beauty,credit,10.75,0.0,0.0,2022-03-23,8,0
8797,Limited Liability,Hospitals & Health,credit,10.75,0.0,0.0,2022-03-22,285,1
8866,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-03-24,280,1
8898,Sole Proprietorship,Fashion & Beauty,credit,10.75,-525.59,-525.59,2022-04-07,31,0
8905,Limited Liability,Leisure & Entertainment,credit,12000.0,0.0,0.0,2022-04-06,249,1
8909,Limited Liability,Travel & Hospitality,credit,500.0,0.0,0.0,2022-04-21,255,1
8958,Enterprise,Travel & Hospitality,credit,50.0,0.0,0.0,2022-03-24,283,1
8981,Limited Liability,Digital Services,credit,9.75,0.0,0.0,2022-03-28,2,0
8999,Sole Proprietorship,Others,credit,10.75,0.0,0.0,2022-03-31,61,0
9055,Enterprise,Food & Beverage,credit,1.0,-960.75,-960.75,2022-05-25,205,1
9091,Partnership,Digital Services,credit,3.9,0.0,0.0,2022-04-09,245,1
9105,Limited Liability,E-Commerce,credit,10.75,0.0,0.0,2022-10-26,1,0
9110,Enterprise,Leisure & Entertainment,credit,3.25,0.0,0.0,2022-03-24,245,1
9195,Sole Proprietorship,Agriculture,credit,10.75,0.0,0.0,2022-07-12,173,0
9454,Limited Liability,Others,credit,1.0,0.0,0.0,2022-04-29,92,0
9521,Enterprise,Electronics,credit,10.0,-986.01,-986.01,2022-03-30,205,1
9528,Enterprise,Financial Services,credit,10.75,0.0,0.0,2022-03-29,245,1
9542,Limited Liability,Others,credit,10.75,0.0,0.0,2022-04-29,1,0
9545,Enterprise,General Services,credit,0.0,0.0,0.0,2022-03-25,245,1
9578,Enterprise,Technology,credit,4.0,0.0,0.0,2022-04-05,61,0
9739,Sole Proprietorship,Digital Services,credit,1500.0,0.0,0.0,2022-04-16,260,1
9776,Limited Liability,Digital Services,credit,26.88,0.0,0.0,2022-03-29,4,0
9791,Limited Liability,Technology,credit,26.88,0.0,0.0,2022-11-07,31,0
9808,Sole Proprietorship,Agriculture,credit,26.0,0.0,0.0,2022-04-21,255,1
9862,Sole Proprietorship,General Services,credit,1000.0,0.0,0.0,2022-04-04,272,1
9863,Sole Proprietorship,Utilities,credit,20.0,0.0,0.0,2022-04-06,22,0
9887,Limited Liability,Others,credit,10.75,0.0,0.0,2022-03-31,276,1
10026,Limited Liability,Others,credit,10.75,0.0,0.0,2022-03-28,1,0
10033,Sole Proprietorship,Technology,credit,2.0,0.0,0.0,2022-03-31,31,0
10034,Limited Liability,Agriculture,credit,4.0,0.0,0.0,2022-04-03,184,0
10071,Limited Liability,E-Commerce,credit,26.88,0.0,0.0,2022-12-03,23,0
10074,Sole Proprietorship,General Services,credit,10.75,-23.26,-23.26,2022-03-30,8,0
10223,Sole Proprietorship,Fashion & Beauty,credit,10.75,0.0,0.0,2022-03-31,184,0
10226,Enterprise,Construction,credit,1.0,0.0,0.0,2022-03-30,153,0
10298,Sole Proprietorship,Others,credit,9.75,0.0,0.0,2022-04-07,245,1
10374,Sole Proprietorship,Others,credit,12000.0,0.0,0.0,2022-04-11,265,1
10381,Sole Proprietorship,Agriculture,credit,2.0,0.0,0.0,2022-06-22,92,0
10445,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-03-31,31,0
10597,Limited Liability,Fashion & Beauty,credit,120.0,0.0,0.0,2022-08-15,139,0
10620,Sole Proprietorship,Hospitals & Health,credit,2.0,-248.85,-248.85,2022-04-22,205,1
10651,Sole Proprietorship,Digital Services,credit,10.75,-4354.36,-4354.36,2022-03-31,3,0
10691,Limited Liability,Fashion & Beauty,credit,8.0,0.0,0.0,2022-04-18,205,1
10713,Sole Proprietorship,Fashion & Beauty,credit,200.0,0.0,0.0,2022-04-01,275,1
10746,Limited Liability,Financial Services,credit,26.88,0.0,0.0,2022-05-25,7,0
10759,Enterprise,Financial Services,credit,9.95,-530.22,-530.22,2022-04-07,75,0
10766,Sole Proprietorship,Logistics,credit,10.75,-37645.2,-37645.2,2022-04-01,1,0
10792,Sole Proprietorship,Fashion & Beauty,credit,10.75,0.0,0.0,2022-06-07,3,0
11089,Limited Liability,Technology,credit,26.88,0.0,0.0,2022-04-09,61,0
11132,Enterprise,Digital Services,credit,1.0,-887.3,-887.3,2022-04-08,184,0
11152,Enterprise,Food & Beverage,credit,1000.0,0.0,0.0,2022-04-14,262,1
11198,Enterprise,Fashion & Beauty,credit,2.0,-960.75,-960.75,2022-05-28,205,1
11206,Limited Liability,General Services,credit,10.75,-8459.58,-8459.58,2022-08-17,2,0
11208,Enterprise,Leisure & Entertainment,credit,0.65,0.0,0.0,2022-04-06,245,1
11230,Limited Liability,Technology,credit,12000.0,0.0,0.0,2022-10-18,62,0
11231,Partnership,Fashion & Beauty,credit,10.75,0.0,0.0,2022-04-05,184,0
11267,Limited Liability,Digital Services,credit,20.0,0.0,0.0,2022-09-29,31,0
11280,Limited Liability,Agriculture,credit,50.0,0.0,0.0,2022-05-09,237,1
11284,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-04-05,271,1
11290,Enterprise,Logistics,credit,10.75,0.0,0.0,2022-04-08,268,1
11303,Enterprise,Food & Beverage,credit,500.0,0.0,0.0,2022-04-10,232,1
11306,Sole Proprietorship,Press & Media,credit,10.75,0.0,0.0,2022-05-02,30,0
11324,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-04-26,245,1
11326,Enterprise,Others,credit,4.55,0.0,0.0,2022-04-19,245,1
11335,Enterprise,Digital Services,credit,10.75,0.0,0.0,2022-04-11,265,1
11356,Limited Liability,Utilities,credit,6.0,0.0,0.0,2022-05-02,61,0
11381,Limited Liability,Others,credit,0.01,0.0,0.0,2022-05-09,1,0
11410,Sole Proprietorship,E-Commerce,credit,7.0,0.0,0.0,2022-06-28,153,0
11416,Enterprise,Others,credit,10.75,0.0,0.0,2022-04-11,159,0
11424,Limited Liability,Others,credit,10.75,-492.15,-492.15,2022-04-05,7,0
11428,Enterprise,Financial Services,credit,1.0,-960.75,-960.75,2022-04-30,205,1
11437,Sole Proprietorship,Others,credit,200.0,0.0,0.0,2022-11-28,34,0
11446,Enterprise,Financial Services,credit,10.75,0.0,0.0,2022-04-06,267,1
11448,Enterprise,Schools,credit,0.65,0.0,0.0,2022-04-14,178,0
11463,Enterprise,Agriculture,credit,26.88,0.0,0.0,2022-04-08,266,1
11486,Limited Liability,General Services,credit,5.2,0.0,0.0,2022-04-06,245,1
11493,Enterprise,Fashion & Beauty,credit,1.0,0.0,0.0,2022-06-01,184,0
11494,Enterprise,Digital Services,credit,3.9,0.0,0.0,2022-04-08,245,1
11498,Limited Liability,Agriculture,credit,2000.0,0.0,0.0,2022-04-08,268,1
11499,Limited Liability,Leisure & Entertainment,credit,26.88,0.0,0.0,2022-04-08,19,0
11506,Limited Liability,Others,credit,12000.0,0.0,0.0,2022-10-22,71,0
11631,Limited Liability,Technology,credit,100.0,0.0,0.0,2022-04-15,261,1
11667,Enterprise,Agriculture,credit,10.75,-998.89,-998.89,2022-04-29,205,1
11676,Enterprise,Digital Services,credit,1.3,0.0,0.0,2022-04-11,184,0
11679,Enterprise,Fashion & Beauty,credit,1.3,0.0,0.0,2022-04-09,245,1
11696,Enterprise,General Services,credit,1.3,0.0,0.0,2022-04-15,245,1
11707,Enterprise,Financial Services,credit,0.65,-995.15,-995.15,2022-04-09,205,1
11710,Limited Liability,Leisure & Entertainment,credit,10.75,0.0,0.0,2022-10-04,4,0
11711,Enterprise,Agriculture,credit,7.0,0.0,0.0,2022-04-28,122,0
11721,Partnership,Technology,credit,26.88,0.0,0.0,2022-04-09,267,1
11742,Limited Liability,Haulage,credit,5.2,0.0,0.0,2022-04-08,23,0
11795,Enterprise,Food & Beverage,credit,4.0,-960.75,-960.75,2022-04-11,205,1
11797,Limited Liability,General Services,credit,12000.0,0.0,0.0,2022-04-11,265,1
11833,Enterprise,Food & Beverage,credit,500.0,0.0,0.0,2022-05-21,225,1
11900,Limited Liability,Technology,credit,12000.0,0.0,0.0,2022-07-04,181,0
11955,Enterprise,Leisure & Entertainment,credit,1.95,0.0,0.0,2022-04-08,245,1
11989,Enterprise,Technology,credit,2.0,-305.68,-305.68,2022-04-12,2,0
12071,Sole Proprietorship,Digital Services,credit,10.75,0.0,0.0,2022-06-08,2,0
12086,Limited Liability,Financial Services,credit,5.0,-10.0,-10.0,2022-08-25,31,0
12138,Enterprise,Electronics,credit,3.0,-906.7,-906.7,2022-04-16,122,0
12139,Enterprise,Logistics,credit,53.75,0.0,0.0,2022-04-12,205,1
12183,Sole Proprietorship,Technology,credit,5.0,0.0,0.0,2022-04-15,61,0
12246,Limited Liability,Technology,credit,53.75,0.0,0.0,2022-04-13,31,0
12256,Sole Proprietorship,E-Commerce,credit,12000.0,0.0,0.0,2022-06-07,208,1
12271,Enterprise,Financial Services,credit,5.0,0.0,0.0,2022-04-13,184,0
12276,Enterprise,Technology,credit,1.0,-73.46,-73.46,2022-04-15,9,0
12279,Limited Liability,Agriculture,credit,1.0,0.0,0.0,2022-04-14,61,0
12366,Sole Proprietorship,Fashion & Beauty,credit,100.0,0.0,0.0,2022-10-12,81,0
12370,Partnership,General Services,credit,100.0,0.0,0.0,2022-04-14,262,1
12405,Enterprise,Haulage,credit,10.75,-980.63,-980.63,2022-05-26,205,1
12413,Enterprise,Digital Services,credit,0.65,0.0,0.0,2022-04-22,245,1
12429,Limited Liability,Financial Services,credit,26.88,0.0,0.0,2022-05-04,5,0
12431,Enterprise,Technology,credit,1.0,-910.75,-910.75,2022-05-02,205,1
12458,Limited Liability,Logistics,credit,3.0,0.0,0.0,2022-04-12,10,0
12462,Enterprise,Technology,credit,3.0,-926.88,-926.88,2022-05-18,153,0
12466,Sole Proprietorship,Others,credit,10.75,0.0,0.0,2022-04-14,3,0
12468,Limited Liability,Logistics,credit,10.75,-4251.43,-4251.43,2022-05-06,13,0
12491,Enterprise,Digital Services,credit,10.75,-665.75,-665.75,2022-07-14,27,0
12511,Sole Proprietorship,Digital Services,credit,10.75,-34.76,-34.76,2022-07-04,61,0
12523,Partnership,Agriculture,credit,12000.0,0.0,0.0,2022-06-21,194,1
12549,Sole Proprietorship,Agriculture,credit,10.75,0.0,0.0,2022-04-12,1,0
12696,Enterprise,Technology,credit,2000.0,0.0,0.0,2022-04-19,257,1
12705,Enterprise,Digital Services,credit,1.95,-999.7,-999.7,2022-04-17,205,1
12708,Enterprise,Financial Services,credit,2.6,0.0,0.0,2022-04-19,245,1
12725,Enterprise,Electronics,credit,5000.0,0.0,0.0,2022-04-27,249,1
12751,Sole Proprietorship,E-Commerce,credit,10.0,-21.9,-21.9,2022-05-17,13,0
12758,Limited Liability,Fashion & Beauty,credit,10.75,0.0,0.0,2022-05-20,1,0
12760,Limited Liability,E-Commerce,credit,19.7,0.0,0.0,2022-05-09,237,1
12795,Enterprise,Financial Services,credit,10.75,0.0,0.0,2022-12-02,27,0
12828,Enterprise,Agriculture,credit,1.3,0.0,0.0,2022-04-24,245,1
12890,Limited Liability,Logistics,credit,10.75,-1027.5,-1027.5,2022-04-30,25,0
12907,Limited Liability,Schools,credit,10.75,0.0,0.0,2022-05-13,2,0
12913,Partnership,Hospitals & Health,credit,6.0,-926.88,-926.88,2022-04-22,17,0
12960,Enterprise,General Services,credit,0.0,0.0,0.0,2022-04-20,241,1
13056,Enterprise,Others,credit,10.0,-36.55,-36.55,2022-04-14,61,0
13083,Limited Liability,General Services,credit,10.75,-990.75,-990.75,2022-04-18,205,1
13096,Enterprise,Electronics,credit,10.75,-990.75,-990.75,2022-05-18,205,1
13224,Sole Proprietorship,General Services,credit,10.75,0.0,0.0,2022-07-20,11,0
13349,Limited Liability,Construction,credit,12000.0,0.0,0.0,2022-09-12,111,0
13431,Sole Proprietorship,General Services,credit,10.75,0.0,0.0,2022-05-13,73,0
13466,Sole Proprietorship,Auto Parts,credit,0.01,0.0,0.0,2022-07-04,1,0
13468,Sole Proprietorship,General Services,credit,10.75,-821.5,-821.5,2022-05-06,205,1
13493,Enterprise,Construction,credit,2.0,-960.75,-960.75,2022-05-10,205,1
13532,Sole Proprietorship,Schools,credit,0.0,0.0,0.0,2022-04-20,245,1
13547,Enterprise,Others,credit,2.6,0.0,0.0,2022-04-22,245,1
13567,Sole Proprietorship,Digital Services,credit,0.65,-118.13,-118.13,2022-04-21,9,0
13582,Limited Liability,Leisure & Entertainment,credit,12000.0,0.0,0.0,2022-05-24,222,1
13626,Enterprise,Agriculture,credit,2000.0,0.0,0.0,2022-04-27,249,1
13751,Sole Proprietorship,Leisure & Entertainment,credit,10.75,-960.75,-960.75,2022-05-10,205,1
13765,Sole Proprietorship,Others,credit,0.0,0.0,0.0,2022-04-19,210,1
13799,Enterprise,Food & Beverage,credit,4.0,-776.88,-776.88,2022-04-30,1,0
13800,Sole Proprietorship,Travel & Hospitality,credit,5.2,-980.46,-980.46,2022-04-20,205,1
13847,Limited Liability,Technology,credit,10.75,0.0,0.0,2022-05-11,1,0
13860,Enterprise,Technology,credit,10.75,-929.0,-929.0,2022-05-11,205,1
13870,Enterprise,Travel & Hospitality,credit,3.25,0.0,0.0,2022-04-20,30,0
13893,Enterprise,Financial Services,credit,4.0,-910.75,-910.75,2022-05-11,205,1
13895,Enterprise,Technology,credit,26.88,-26.88,-26.88,2022-04-21,205,1
13900,Limited Liability,Financial Services,credit,100.0,0.0,0.0,2022-04-20,256,1
13904,Enterprise,Technology,credit,10.75,-779.54,-779.54,2022-05-01,205,1
13942,Sole Proprietorship,Travel & Hospitality,credit,500.0,0.0,0.0,2022-06-08,207,1
14038,Enterprise,Digital Services,credit,1.3,0.0,0.0,2022-04-20,245,1
14070,Limited Liability,Digital Services,credit,20.0,0.0,0.0,2022-06-29,92,0
14083,Limited Liability,Technology,credit,26.88,0.0,0.0,2022-05-27,3,0
14125,Enterprise,Fashion & Beauty,credit,100.0,0.0,0.0,2022-04-23,253,1
14126,Enterprise,Fashion & Beauty,credit,4.0,-821.5,-821.5,2022-05-09,205,1
14177,Sole Proprietorship,Agriculture,credit,10.75,-49925.63,-49925.63,2022-04-21,4,0
14179,Sole Proprietorship,Food & Beverage,credit,10.75,-49581.58,-49581.58,2022-04-21,3,0
14198,Enterprise,Financial Services,credit,4.0,0.0,0.0,2022-05-10,35,0
14212,Limited Liability,Digital Services,credit,10.75,0.0,0.0,2022-05-19,2,0
14215,Enterprise,Technology,credit,1.3,0.0,0.0,2022-04-21,245,1
14219,Enterprise,Fashion & Beauty,credit,3.0,0.0,0.0,2022-06-29,7,0
14227,Limited Liability,Utilities,credit,500.0,0.0,0.0,2022-04-22,254,1
14231,Sole Proprietorship,E-Commerce,credit,3.0,0.0,0.0,2022-04-22,31,0
14237,Limited Liability,Schools,credit,26.88,0.0,0.0,2022-04-21,153,0
14265,Enterprise,Logistics,credit,1.0,-960.75,-960.75,2022-05-17,205,1
14267,Enterprise,General Services,credit,100.0,0.0,0.0,2022-04-25,251,1
14273,Limited Liability,Technology,credit,10.75,-479.32,-479.32,2022-07-07,2,0
14281,Limited Liability,Others,credit,1.3,0.0,0.0,2022-04-23,92,0
14304,Enterprise,Fashion & Beauty,credit,1.3,0.0,0.0,2022-04-23,245,1
14311,Enterprise,Food & Beverage,credit,1.3,0.0,0.0,2022-04-23,245,1
14315,Limited Liability,Digital Services,credit,12000.0,0.0,0.0,2022-04-22,254,1
14318,Enterprise,Technology,credit,1.0,0.0,0.0,2022-04-26,184,0
14331,Limited Liability,Technology,credit,10.75,-8052.13,-8052.13,2022-04-25,1,0
14390,Enterprise,General Services,credit,6000.0,0.0,0.0,2022-12-23,9,0
14406,Limited Liability,Financial Services,credit,9.0,-5.88,-5.88,2022-06-26,61,0
14477,Limited Liability,E-Commerce,credit,10.0,0.0,0.0,2022-05-05,61,0
14625,Sole Proprietorship,General Services,credit,50.0,0.0,0.0,2022-04-25,251,1
14626,Sole Proprietorship,Digital Services,credit,3.0,0.0,0.0,2022-05-10,205,1
14635,Enterprise,Technology,credit,5000.0,0.0,0.0,2022-04-22,207,1
14683,Sole Proprietorship,Press & Media,credit,2.0,0.0,0.0,2022-05-25,14,0
14917,Limited Liability,General Services,credit,29.75,0.0,0.0,2022-04-25,62,0
14936,Enterprise,Digital Services,credit,0.0,0.0,0.0,2022-04-27,245,1
14978,Limited Liability,Restaurant and Food,credit,10.75,-91.21,-91.21,2022-05-05,3,0
15056,Sole Proprietorship,General Services,credit,1.2,-996.75,-996.75,2022-04-25,73,0
15322,Sole Proprietorship,Construction,credit,0.65,0.0,0.0,2022-04-25,1,0
15374,Enterprise,Hospitals & Health,credit,0.01,0.0,0.0,2022-04-29,31,0
15387,Enterprise,Agriculture,credit,26.88,-26.88,-26.88,2022-04-27,205,1
15403,Enterprise,Technology,credit,1.0,-910.75,-910.75,2022-04-30,205,1
15424,Enterprise,Technology,credit,1.0,-810.75,-810.75,2022-04-27,14,0
15438,Sole Proprietorship,Press & Media,credit,1.0,-949.48,-949.48,2022-07-22,1,0
15445,Sole Proprietorship,General Services,credit,2.0,0.0,0.0,2022-09-14,3,0
15507,Limited Liability,Agriculture,credit,990.0,0.0,0.0,2022-05-15,206,1
15520,Sole Proprietorship,Fashion & Beauty,credit,100.0,0.0,0.0,2022-06-02,213,1
15545,Sole Proprietorship,Agriculture,credit,10.75,-510.75,-510.75,2022-05-23,205,1
15572,Enterprise,Digital Services,credit,0.0,0.0,0.0,2022-04-29,245,1
15621,Limited Liability,Financial Services,credit,12000.0,0.0,0.0,2022-05-06,240,1
15626,Sole Proprietorship,Digital Services,credit,10.75,0.0,0.0,2022-07-05,5,0
15709,Sole Proprietorship,Food & Beverage,credit,12000.0,0.0,0.0,2022-06-06,209,1
15819,Enterprise,Financial Services,credit,8.0,-826.88,-826.88,2022-05-06,205,1
15843,Limited Liability,Digital Services,credit,0.0,0.0,0.0,2022-05-05,9,0
15862,Limited Liability,Technology,credit,26.88,-990.91,-990.91,2022-05-23,19,0
15872,Sole Proprietorship,Agriculture,credit,12000.0,0.0,0.0,2022-06-06,209,1
15917,Limited Liability,Digital Services,credit,10.75,0.0,-59.47,2022-04-30,31,0
15962,Enterprise,Digital Services,credit,3.0,-960.75,-960.75,2022-04-29,205,1
16013,Sole Proprietorship,Agriculture,credit,12000.0,0.0,0.0,2022-06-04,211,1
16101,Sole Proprietorship,Food & Beverage,credit,10.75,-902.13,-902.13,2022-05-07,205,1
16180,Enterprise,Logistics,credit,10.75,0.0,0.0,2022-04-29,184,0
16198,Limited Liability,Logistics,credit,3.0,0.0,0.0,2022-06-16,184,0
16211,Sole Proprietorship,General Services,credit,3.25,0.0,0.0,2022-04-29,205,1
16267,Enterprise,Food & Beverage,credit,1.0,0.0,0.0,2022-05-07,184,0
16278,Limited Liability,Others,credit,12000.0,0.0,0.0,2022-12-20,10,0
16319,Enterprise,Digital Services,credit,2.0,-910.75,-910.75,2022-05-13,205,1
16373,Sole Proprietorship,Schools,credit,10.0,-248.67,-248.67,2022-05-04,31,0
16512,Sole Proprietorship,Digital Services,credit,10.75,0.0,0.0,2022-05-04,1,0
16525,Sole Proprietorship,Construction,credit,30.0,0.0,0.0,2022-05-04,242,1
16562,Sole Proprietorship,Construction,credit,12000.0,0.0,0.0,2022-05-10,236,1
16626,Sole Proprietorship,E-Commerce,credit,1000.0,0.0,0.0,2022-09-11,112,0
16820,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-05-06,122,0
17009,Limited Liability,General Services,credit,10.75,-291.17,-291.17,2022-05-22,2,0
17356,Limited Liability,Digital Services,credit,1.0,-402.14,-402.14,2022-05-13,31,0
17380,Enterprise,Fashion & Beauty,credit,2.0,-10.75,-10.75,2022-05-06,205,1
17382,Enterprise,General Services,credit,10.0,-882.77,-882.77,2022-05-05,122,0
17403,Sole Proprietorship,Technology,credit,10.75,-247.29,-247.29,2022-06-10,8,0
17406,Sole Proprietorship,Agriculture,credit,26.88,0.0,0.0,2022-05-16,2,0
17434,Enterprise,Logistics,credit,1.0,-960.75,-960.75,2022-05-05,205,1
17448,Enterprise,Financial Services,credit,6.0,-953.75,-953.75,2022-05-08,153,0
17476,Sole Proprietorship,Hospitals & Health,credit,1.0,-810.75,-810.75,2022-05-07,203,1
17497,Sole Proprietorship,Food & Beverage,credit,12000.0,0.0,0.0,2022-05-10,235,1
17579,Limited Liability,Hospitals & Health,credit,10.0,0.0,0.0,2022-05-09,61,0
17612,NGO,NGOs,credit,53.75,0.0,0.0,2022-12-07,2,0
17766,Sole Proprietorship,Digital Services,credit,10.75,0.0,0.0,2022-08-09,122,0
17770,Sole Proprietorship,Press & Media,credit,10.75,0.0,0.0,2022-05-16,184,0
17863,Enterprise,Technology,credit,7.0,-995.67,-995.67,2022-05-06,184,0
17872,Sole Proprietorship,E-Commerce,credit,10.75,-937.63,-937.63,2022-05-24,205,1
17936,Sole Proprietorship,Press & Media,credit,100.0,0.0,0.0,2022-08-25,129,0
17947,Sole Proprietorship,Technology,credit,10.75,0.0,0.0,2022-06-16,105,0
17991,Limited Liability,Technology,credit,12000.0,0.0,0.0,2022-05-09,237,1
18015,Enterprise,Digital Services,credit,10.75,0.0,0.0,2022-05-10,32,0
18044,Limited Liability,E-Commerce,credit,10.0,0.0,0.0,2022-06-13,92,0
18100,Limited Liability,Agriculture,credit,12000.0,0.0,0.0,2022-09-15,108,0
18139,Limited Liability,Agriculture,credit,26.88,0.0,0.0,2022-05-07,14,0
18205,Enterprise,Technology,credit,2.0,-910.75,-910.75,2022-05-10,205,1
18223,Sole Proprietorship,E-Commerce,credit,26.88,-84.05,-84.05,2022-05-23,3,0
18261,Limited Liability,Food & Beverage,credit,12000.0,0.0,0.0,2022-05-11,235,1
18271,Enterprise,Hospitals & Health,credit,5.0,0.0,0.0,2022-07-20,122,0
18376,Sole Proprietorship,Digital Services,credit,26.88,0.0,0.0,2022-05-10,1,0
18388,Sole Proprietorship,Household items,credit,6.0,0.0,0.0,2022-06-12,8,0
18403,Enterprise,Fashion & Beauty,credit,2000.0,0.0,0.0,2022-05-11,229,1
18477,Limited Liability,Digital Services,credit,53.75,0.0,0.0,2022-12-07,7,0
18623,Enterprise,Hospitals & Health,credit,10.75,-1146.61,-1146.61,2022-05-23,31,0
18807,Enterprise,Fashion & Beauty,credit,10.75,-829.01,-829.01,2022-05-10,205,1
18870,Sole Proprietorship,Others,credit,10.75,-1116.0,-1116.0,2022-05-10,17,0
18890,Limited Liability,Technology,credit,10.75,-86.03,-86.03,2022-05-17,9,0
18936,Sole Proprietorship,Press & Media,credit,10.75,-855.63,-855.63,2022-05-11,205,1
18964,Sole Proprietorship,Agriculture,credit,10.0,0.0,0.0,2022-05-11,31,0
19069,Sole Proprietorship,Agriculture,credit,12000.0,0.0,0.0,2022-05-18,228,1
19072,Enterprise,Financial Services,credit,10.75,-510.75,-510.75,2022-05-11,166,0
19242,Enterprise,Others,credit,3.0,0.0,0.0,2022-06-01,153,0
19288,Enterprise,Food & Beverage,credit,53.75,0.0,0.0,2022-06-13,9,0
19331,Enterprise,Food & Beverage,credit,2.0,0.0,0.0,2022-07-04,153,0
19437,Limited Liability,Technology,credit,26.88,0.0,0.0,2022-05-14,30,0
19569,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-06-03,184,0
19581,Enterprise,Fashion & Beauty,credit,1.0,-910.75,-910.75,2022-05-21,31,0
19698,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-06-30,153,0
19710,Enterprise,General Services,credit,2.0,0.0,0.0,2022-06-01,184,0
19728,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-05-18,184,0
19764,Enterprise,General Services,credit,1.0,0.0,0.0,2022-06-30,184,0
19779,Sole Proprietorship,Digital Services,credit,12000.0,0.0,0.0,2022-07-07,161,0
19870,Enterprise,Fashion & Beauty,credit,2.0,-990.75,-990.75,2022-05-20,205,1
19873,Enterprise,Financial Services,credit,2.0,-999.75,-999.75,2022-05-20,205,1
19911,Enterprise,Financial Services,credit,100.0,0.0,0.0,2022-06-02,213,1
